10	23	28	45	48	49	26	60	25	16
6	36	26	23	28	37	45	48	49	59
26	60	23	37	45	49	59	36	40	19
37	10	23	28	45	48	49	60	25	17
26	36	10	14	23	28	30	37	48	49
2	3	17	19	47	25	40	26	36	10
18	26	6	10	14	23	28	30	37	45
36	10	28	37	45	48	49	17	19	47
10	23	37	45	48	49	59	26	60	25
26	2	17	47	25	10	37	48	49	59
26	2	3	10	19	23	28	45	47	48
10	28	37	45	48	59	17	19	25	40
26	10	28	45	48	59	19	54	60	25
2	3	17	19	25	37	10	23	45	48
26	60	23	28	45	48	49	17	47	54
26	23	28	45	49	36	17	19	54	25
2	17	19	54	26	36	60	14	30	10
2	3	17	19	40	26	36	60	14	30
26	28	37	48	49	59	60	40	36	17
36	60	26	30	17	19	47	40	10	28
36	26	17	19	25	40	10	23	28	45
2	3	17	19	47	40	26	10	23	37
26	2	3	17	54	25	10	23	28	37
36	6	26	10	23	28	37	45	49	59
26	60	10	37	45	49	59	36	30	19
26	60	10	23	45	48	49	59	40	36
26	10	23	45	48	49	59	36	14	30
26	10	28	37	45	59	60	40	18	14
26	3	17	19	23	28	37	45	48	49
10	28	48	49	59	17	19	54	36	40
10	23	28	37	45	48	26	60	40	25
36	17	19	47	25	60	26	40	9	10
26	10	28	37	48	49	60	17	18	19
17	47	54	25	26	60	30	40	10	23
26	60	10	23	37	48	49	59	36	14
2	3	47	54	26	25	36	60	40	10
60	26	10	23	28	37	45	14	30	40
2	3	54	25	40	26	36	8	9	10
2	3	17	25	26	60	30	40	10	28
2	3	17	47	54	26	40	25	10	23
30	60	26	40	18	10	23	28	37	45
26	23	28	37	45	48	49	59	17	19
26	23	37	45	59	17	19	47	60	40
60	37	10	23	28	45	48	59	36	14
23	28	37	48	49	59	26	60	25	16
26	10	23	28	37	45	49	60	19	47
3	19	47	54	25	26	10	23	28	45
26	2	3	17	47	54	10	23	28	37
60	26	10	23	28	37	45	59	14	30
14	60	3	17	19	47	54	25	40	18
6	14	30	40	26	10	23	28	37	45
60	37	10	23	28	45	48	49	36	17
60	36	3	14	17	47	54	25	37	23
60	26	23	28	37	48	49	59	14	17
26	10	23	28	45	48	49	59	40	17
60	26	36	10	23	45	49	59	40	18
60	30	36	26	10	23	28	37	45	49
30	60	3	17	19	54	25	40	37	10
26	60	3	19	47	54	10	28	37	45
26	60	36	6	10	17	19	28	30	37
25	2	17	47	54	26	36	60	40	10
26	60	36	10	14	17	19	23	30	37
25	19	54	26	36	10	23	28	45	48
26	3	17	19	47	54	14	30	10	23
26	10	37	45	48	49	59	25	60	17
10	23	28	37	45	59	17	19	47	54
10	23	37	45	49	60	36	30	40	17
60	10	23	37	45	48	49	17	19	54
37	45	48	49	59	26	60	25	16	17
25	2	17	54	40	26	36	60	14	30
26	2	17	47	25	60	10	23	28	37
2	3	17	19	54	25	40	60	37	10
26	10	28	37	49	59	60	17	19	47
26	23	28	45	48	49	59	60	25	17
25	2	3	19	47	54	26	36	14	30
26	10	28	45	49	36	14	40	17	19
2	3	17	19	54	26	36	60	40	10
60	17	19	47	54	25	14	30	37	10
60	26	4	6	23	28	30	37	45	48
2	17	19	47	54	25	40	26	36	10
26	60	3	10	17	19	28	37	48	49
60	26	10	23	28	45	59	14	40	17
10	23	28	37	45	48	49	26	60	10
26	10	23	37	48	49	59	60	19	47
10	45	48	49	59	60	19	47	36	40
3	17	19	54	26	40	60	10	28	37
60	26	10	23	28	37	48	59	14	18
10	28	45	49	60	25	19	47	54	40
26	60	10	28	37	45	48	30	17	47
26	10	28	37	45	48	60	40	36	17
26	3	10	17	19	23	28	45	47	48
26	3	19	23	28	37	47	48	49	54
10	28	45	59	26	60	18	40	9	10
2	17	19	47	54	60	14	30	16	37
60	14	30	26	10	28	37	45	48	49
26	6	23	28	37	45	49	59	36	40
6	14	3	19	47	54	25	60	26	16
2	17	47	25	36	26	14	30	60	16
25	2	3	17	19	54	40	18	14	30
37	10	23	28	48	49	59	60	19	47
26	10	28	48	59	60	19	47	25	36
26	25	3	17	47	60	23	28	45	48
25	2	3	17	19	47	14	30	26	60
1	2	3	4	5	6	7	8	9	10
26	60	10	28	49	59	14	25	19	47
25	3	19	47	54	26	36	60	40	10
26	2	3	19	47	54	60	30	40	10
26	2	3	19	47	25	36	30	10	23
26	2	3	17	19	47	36	25	10	14
3	17	19	47	25	40	26	36	9	10
2	17	19	54	25	40	26	36	9	10
26	2	10	17	19	28	37	45	49	60
2	19	47	26	10	28	45	48	49	59
26	36	6	14	10	23	28	37	45	48
60	26	10	23	28	37	45	48	59	14
3	17	26	40	60	23	37	45	48	49
26	60	23	28	45	48	49	59	36	17
26	10	23	28	37	45	49	59	14	30
60	6	30	37	10	23	28	48	49	59
2	3	17	19	54	26	10	28	37	45
1	26	3	17	19	47	54	10	23	37
26	10	28	45	49	59	36	30	40	17
26	10	28	45	48	49	59	17	19	47
26	10	23	28	37	45	60	17	19	54
2	17	19	47	26	10	23	28	37	45
26	10	23	37	49	59	60	25	36	14
26	60	3	17	19	47	54	10	18	23
3	17	19	47	25	26	10	23	37	45
26	2	3	19	47	60	25	10	23	28
26	60	10	23	37	48	49	59	25	36
2	3	4	17	47	54	25	40	26	36
26	2	3	17	23	28	37	45	47	49
1	2	3	4	5	6	7	8	9	10
2	3	17	19	25	40	26	36	9	10
26	10	23	28	48	49	60	14	30	36
3	19	47	54	25	36	60	14	30	37
2	17	19	54	25	26	23	28	37	45
60	10	23	37	45	49	59	36	30	25
60	26	23	28	37	48	49	59	30	36
60	6	14	26	40	10	23	37	45	48
26	36	14	30	23	28	37	45	48	49
1	25	26	60	36	17	19	54	18	30
2	19	47	54	25	36	40	14	30	26
60	37	10	28	45	48	49	59	17	19
3	17	19	47	54	26	36	60	40	10
60	26	23	28	45	48	49	59	14	36
10	23	28	45	48	49	26	60	9	10
2	17	19	26	25	60	23	28	45	48
26	6	14	30	40	10	23	28	37	45
6	30	60	26	25	17	19	47	54	16
26	60	10	23	28	37	45	49	14	30
10	28	37	48	49	17	54	25	60	40
26	60	23	28	45	48	49	59	36	14
26	6	10	14	23	28	30	37	45	48
37	10	28	45	48	49	59	60	17	19
26	23	28	45	48	49	59	60	17	19
2	3	17	47	54	26	40	10	23	28
36	30	25	60	17	19	47	18	26	10
60	10	23	28	37	49	59	36	14	30
25	2	3	26	36	60	40	10	23	37
37	10	28	45	48	49	59	60	17	47
3	19	26	25	10	37	45	48	59	60
2	3	17	19	54	25	37	10	23	28
26	10	28	37	48	60	17	19	47	54
60	23	28	37	48	49	59	17	19	54
26	3	19	47	54	25	60	10	23	45
26	10	23	49	59	40	14	30	17	47
26	60	10	23	28	45	49	14	30	25
14	36	26	10	23	28	37	45	49	59
26	60	3	10	17	19	23	28	37	45
17	19	47	54	25	26	36	16	14	18
25	36	3	14	17	19	30	54	40	60
26	10	23	45	48	59	36	14	40	17
36	60	6	26	10	17	18	19	23	28
26	10	23	28	37	49	60	40	36	14
14	30	60	26	40	17	19	47	54	25
14	30	26	10	23	28	37	45	48	49
26	23	37	45	48	49	60	17	19	54
25	2	3	17	19	40	26	36	9	10
2	3	19	47	26	40	10	23	28	37
26	10	28	37	49	59	60	25	17	19
2	17	19	25	10	23	28	37	45	59
26	3	17	19	54	23	28	45	48	49
10	23	28	37	45	60	36	30	17	19
14	30	36	26	18	10	23	28	37	45
60	26	23	28	37	45	48	49	14	36
26	10	23	45	48	59	60	17	19	54
60	23	37	45	48	49	59	14	25	17
26	36	6	14	23	28	37	45	48	49
26	10	23	37	48	49	59	14	30	17
2	3	54	26	25	60	40	10	23	28
26	2	3	17	19	47	10	28	37	45
2	3	19	47	54	26	40	60	14	30
23	37	45	48	49	59	60	36	40	14
6	14	30	26	10	23	28	37	45	48
37	10	23	28	45	48	49	36	14	30
26	3	19	54	25	10	28	37	49	59
37	10	23	28	45	48	49	59	60	36
26	60	10	23	28	37	45	49	17	47
26	10	23	28	37	45	60	36	17	19
26	28	37	45	48	59	60	17	18	19
23	37	48	49	26	60	14	30	36	40
2	17	47	25	60	36	37	10	23	28
26	60	10	28	37	45	48	49	36	30
26	23	28	37	49	59	60	17	19	47
2	3	17	19	26	25	36	60	14	23
26	10	23	28	45	48	60	17	18	19
26	10	37	45	48	59	60	25	17	19
36	2	6	17	19	30	47	54	25	60
36	30	26	10	23	28	37	45	48	59
60	6	14	26	40	17	19	47	54	25
26	2	3	17	19	25	60	10	23	37
26	10	23	37	45	49	60	36	17	19
2	19	47	54	37	10	23	28	45	48
6	26	10	23	28	37	45	48	59	40
60	10	28	37	48	49	59	17	47	54
10	28	37	45	48	49	59	26	60	10
60	6	3	17	19	25	37	10	23	28
25	17	19	40	26	36	7	8	9	10
2	3	17	19	25	26	10	23	28	37
1	2	3	17	19	47	30	60	26	16
60	37	10	23	28	48	49	59	36	17
26	2	3	17	54	25	10	23	28	45
26	10	23	28	45	48	49	25	19	47
10	37	45	48	59	60	36	30	40	17
26	10	23	28	37	48	25	60	17	19
10	23	37	45	59	60	36	14	25	40
26	60	10	28	45	48	49	59	40	36
36	60	3	17	47	54	25	14	37	10
2	3	17	54	25	36	14	30	26	40
3	17	47	54	40	18	26	36	9	10
2	3	19	47	54	26	40	10	23	28
26	10	23	28	45	49	59	17	19	47
26	60	23	37	45	48	49	59	40	25
26	2	3	18	19	23	28	37	45	47
26	3	17	19	54	60	10	23	28	37
26	2	3	17	19	54	60	10	28	37
60	10	23	28	37	45	59	36	30	17
10	23	28	45	48	60	17	19	54	25
2	3	17	19	54	26	40	25	23	28
60	26	10	37	45	49	59	14	36	40
37	10	23	28	45	48	59	60	17	19
28	45	48	59	26	60	40	18	25	17
25	40	3	19	47	54	26	10	23	28
1	2	3	4	5	6	7	8	9	10
60	3	17	19	54	25	30	10	23	28
26	10	23	28	37	45	48	60	19	47
2	3	17	25	26	10	23	28	37	45
26	10	23	28	37	45	49	59	17	47
36	2	17	30	47	54	25	60	26	40
25	40	3	17	19	47	54	26	10	23
26	60	10	23	28	45	49	59	40	36
2	3	17	19	60	40	36	37	10	23
26	23	37	45	49	36	30	19	47	54
26	23	37	45	48	49	59	25	17	19
26	25	19	47	10	23	28	37	59	40
26	60	10	28	37	45	48	59	36	14
60	10	23	28	45	48	49	59	14	30
36	60	26	14	17	19	47	40	10	23
60	23	37	45	48	49	59	36	14	30
26	10	23	49	59	19	47	54	14	30
3	17	19	25	26	36	60	40	10	14
26	2	3	10	19	23	28	37	45	47
3	17	54	25	36	40	26	14	18	30
23	28	37	48	49	60	36	40	17	47
60	10	23	28	37	49	59	36	14	17
3	17	47	54	25	26	18	10	23	28
6	14	36	60	26	40	7	8	9	10
26	10	23	28	37	49	17	19	60	40
26	60	3	17	19	54	25	10	23	28
26	60	6	30	23	37	45	48	49	59
26	60	23	28	45	48	49	59	40	36
28	37	45	48	49	26	18	14	30	36
17	19	47	25	14	30	60	40	37	10
25	40	3	17	19	54	26	10	23	28
2	17	47	26	40	60	23	28	37	45
6	60	40	17	19	54	25	26	16	18
26	10	23	28	37	45	49	59	40	17
26	60	10	37	48	49	59	36	40	17
26	23	37	48	49	60	40	36	19	47
26	10	23	28	37	45	48	59	14	30
26	10	23	28	37	48	49	59	14	30
26	60	17	19	54	25	23	28	37	45
26	10	23	37	49	59	60	14	36	40
10	23	28	45	49	60	40	25	17	19
26	10	23	45	48	59	60	17	19	47
10	28	37	45	49	26	60	8	9	10
60	10	23	37	48	49	59	30	40	17
26	60	10	23	28	37	45	59	17	19
37	10	23	28	45	48	49	59	36	14
19	54	26	23	37	48	49	59	40	60
2	3	47	37	10	23	28	45	49	59
25	60	17	19	54	10	23	28	45	48
6	14	60	18	26	40	17	19	47	54
23	28	37	45	48	49	59	26	60	10
26	10	23	45	48	49	59	60	17	19
26	10	23	28	37	45	48	59	36	17
26	3	10	17	19	23	28	37	45	47
26	10	23	37	49	59	17	47	54	36
26	23	37	45	48	49	59	60	17	19
17	54	25	26	60	40	30	10	23	28
26	10	45	48	49	60	17	19	47	25
26	60	10	19	37	45	47	48	49	54
26	10	23	28	37	45	48	36	30	25
60	26	36	10	14	23	28	48	49	59
10	23	28	45	59	60	25	19	47	36
40	26	60	36	17	19	54	25	14	30
14	30	36	60	26	40	7	8	9	10
26	10	23	48	49	59	60	17	47	54
26	10	23	28	45	48	59	60	18	25
25	2	17	19	47	54	37	23	28	45
2	17	47	54	25	40	26	36	14	30
3	17	19	47	54	26	10	28	37	45
